system:index,ARVI,EVI,MNDVI,MNDWI,NDMI,NDVI,NDWI,NMDI,RDI,RECI,SAVI,TVI,cloudPercent,date,year,.geo
10,0.3158970448,-1.440036822,-0.3833980739,-0.1860199102,0.08415928234,0.3112599763,-0.2676927977,0.4958659361,2.476613749,0.7648793728,0.5601426448,0.8970717882,0,2020-01-31,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.30724767,-1.657457854,-0.3686132744,-0.1645150106,0.09699370249,0.3022201577,-0.259109142,0.4960635936,2.41071785,0.7689895539,0.5438726128,0.8919637238,0,2020-02-03,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.3456708013,-1.968972036,-0.3112203353,-0.19582267,0.1154218694,0.3426427017,-0.3055684971,0.5256734698,2.250716526,0.833263368,0.6166175659,0.9148328909,0,2020-02-06,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.3075463369,-1.240066258,-0.4271848267,-0.240600091,0.04027420778,0.3044151371,-0.2817062609,0.4601683021,2.803216249,0.7335964427,0.5478262126,0.8934744501,0,2020-02-09,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.3566475925,-1.969550688,-0.3875271203,-0.2183932423,0.09740631608,0.3528834461,-0.3121384175,0.4673993775,2.630967637,0.9023291369,0.6350299301,0.919425396,0,2020-02-12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.332142781,-1.282147948,-0.4084990572,-0.3211831429,0.003961786165,0.3312117466,-0.3273030335,0.441769588,2.674111837,0.7560834514,0.5960507126,0.908327226,0,2020-02-15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.2578021813,-0.4453698078,-0.3284195256,-0.2254789716,0.02325053595,0.2553744425,-0.2500941598,0.4912432075,2.201349856,0.5701603828,0.4595760606,0.8655192648,0,2020-02-18,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.266398837,-0.6593068285,-0.4495980009,-0.2064273812,0.04326973497,0.2631023038,-0.2516225793,0.4495101211,2.988111652,0.6497730559,0.4734688599,0.8698367787,0,2020-02-21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.2674141628,-0.0900427234,-0.432256426,-0.257215656,0.007470833037,0.2657468234,-0.2670179295,0.4554051796,2.818519983,0.6278210269,0.4782383098,0.8707180664,0,2020-02-24,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.2353256963,-0.7233093568,-0.4279271674,-0.1839377412,0.03821358846,0.2316865264,-0.2256461697,0.4435414821,3.749190021,0.5618696406,0.4169357716,0.8520373827,0,2020-02-27,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.2355113296,-0.7183527658,-0.5351399377,-0.2392017569,-0.0112547711,0.2332581572,-0.2332557271,0.4377996849,3.723890375,0.5831190889,0.4197765919,0.8531684953,0,2020-03-01,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.1958703526,-0.7461927169,-0.5619144012,-0.2176223336,-0.02483982963,0.1935397738,-0.1973358821,0.4239263491,3.940808467,0.5045429366,0.3483022538,0.8310662849,0,2020-03-04,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.1351129865,-0.9175735127,-0.5473884694,-0.08012038125,0.04049521964,0.1304127401,-0.1210697469,0.5381597017,806.5365286,0.3303264265,0.2346944613,0.7930517324,0,2020-03-07,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.2608867306,0.6239489599,-0.4413487865,-0.2809926561,-0.01149540327,0.2609276126,-0.2745281025,0.4627721708,2.873354532,0.5807596118,0.4695700591,0.8683876544,0,2020-03-10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.2040710919,0.2049671406,-0.520701538,-0.2625167021,-0.03813273457,0.2037343083,-0.2321414685,0.4156145883,3.493862032,0.4929763091,0.3666382021,0.8360397637,0,2020-03-13,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.2200799558,-0.2589798538,-0.5363443021,-0.2263569208,-0.008517941623,0.2185903517,-0.2228081883,0.4507185888,3.712711028,0.5356684168,0.393382628,0.8442590974,0,2020-03-16,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.2539994359,-0.2704125479,-0.5877316857,-0.2966514962,-0.03664983578,0.2543034587,-0.2689261876,0.423128554,4.3859478,0.611038547,0.4576481121,0.8658730466,0,2020-03-19,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.1576975337,-0.08361762323,-0.5591467221,-0.243905536,-0.05774173943,0.1580689271,-0.1923256277,0.4193880714,3.771597144,0.4106728459,0.2844686463,0.8097451705,0,2020-03-22,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.1344784833,-1.178862684,-0.4175441293,-0.1097357528,0.01768886552,0.1317596351,-0.1277476349,0.5895552982,2.505647948,0.3299338558,0.2371209817,0.793569364,0,2020-03-25,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.237906706,1.099765895,-0.477983957,-0.4026055432,-0.08929565429,0.2439484301,-0.3261571647,0.4166677476,2.986875292,0.4995026587,0.4390139685,0.8597619471,0,2020-03-28,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.2364138523,-0.05008315178,-0.4695595168,-0.2425245345,-0.006275493272,0.2355310775,-0.241907321,0.4752043819,3.109734755,0.5385549834,0.4238703245,0.8543721815,0,2020-03-31,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.239916619,0.1863840324,-0.6173019723,-0.2698126084,-0.01940165533,0.2407916162,-0.2565109488,0.4206494002,4.810379163,0.6146020605,0.4333327577,0.8569439721,0,2020-04-03,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.1874279715,0.5703547931,-0.6688190777,-0.3356629528,-0.08955519722,0.1914260955,-0.2578375545,0.3723327542,5.481127206,0.5022853279,0.3444955115,0.8293131931,0,2020-04-06,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.2261501095,-0.3517786826,-0.520486022,-0.2428179716,-0.01972930943,0.2250499944,-0.2262652179,0.4984826452,3.581612532,0.5691963073,0.4050136834,0.848878589,0,2020-04-09,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.2195323883,0.8414931814,-0.5803223855,-0.3803263753,-0.09970954515,0.2242840164,-0.2946454193,0.4128550997,4.042650191,0.5060135795,0.4036240111,0.8486856923,0,2020-04-12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.2663772469,0.1965116094,-0.5167321627,-0.2630805334,0.003768703228,0.2665534534,-0.2722934209,0.4610699963,3.665558965,0.6499862372,0.4796946238,0.8711459511,0,2020-04-15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.2713595462,0.0149273478,-0.5692340047,-0.2580736611,0.01072050861,0.2713465928,-0.2724469642,0.4534024166,4.295241986,0.7161413131,0.4883176958,0.87333854,0,2020-04-18,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.1446235262,-0.186865288,-0.5174820705,-0.145477312,0.008935603563,0.1436284258,-0.1560045324,0.5149244908,3.435989955,0.4264831701,0.2584755668,0.7996292229,0,2020-04-21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.1612842755,0.1871217959,-0.6127788813,-0.2425073211,-0.05524938327,0.1616577509,-0.1928265377,0.4083747372,4.516493869,0.4653518311,0.2909248069,0.8115136429,0,2020-04-27,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.2901783199,-1.456262246,-0.5338292703,-0.1470504389,0.1079473676,0.2872002491,-0.254043951,0.5045564202,4.00295805,0.8746925766,0.516855919,0.8830007113,0,2020-04-30,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.2890642748,-0.6525701015,-0.4860426637,-0.2136224239,0.05813494894,0.2881389639,-0.2720454705,0.4836801522,3.351774367,0.760021796,0.5185348936,0.8828728695,0,2020-05-03,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.1864068207,0.6085621833,-0.5889483227,-0.2556302026,-0.03916291628,0.1872986854,-0.2216856497,0.4143613082,4.190952147,0.5142881151,0.3370654414,0.826130281,0,2020-05-06,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.2857200326,-0.01695811611,-0.5635500322,-0.2618990158,0.02085798763,0.2852928386,-0.2823660629,0.4660656196,4.113522386,0.8128830799,0.5134253697,0.8814195496,0,2020-05-09,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.08857842896,-0.5463931979,-0.4954205273,-0.1424762861,-0.01558350148,0.09175367194,-0.1249223662,0.501653747,3.194198708,0.3894061877,0.1651282308,0.7678621507,0,2020-05-12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.3593079209,-2.460209034,-0.4790240137,-0.2119953596,0.1086062641,0.3572388946,-0.3141720548,0.4918728204,3.266673439,1.091898461,0.6429026247,0.9204231668,0,2020-05-15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.2341284525,0.61437032,-0.6378403121,-0.3363694593,-0.06816168653,0.2368962573,-0.2757029591,0.4215742838,4.967722266,0.66220684,0.4263214448,0.855455644,0,2020-05-21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.3422391061,-0.7508285393,-0.5463809336,-0.2976854806,0.03747870811,0.3424910785,-0.333076099,0.4576647357,4.015050656,0.9794529249,0.6163561672,0.9132576412,0,2020-05-24,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.2184737627,0.4549451595,-0.7022571705,-0.3028640236,-0.05196093306,0.2209138015,-0.2560694523,0.3912570989,6.375065536,0.6960523067,0.3975634767,0.8453969297,0,2020-05-27,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.2309764621,-0.6987151412,-0.4766397888,-0.1932259073,0.0298364551,0.2294120805,-0.2226678881,0.506862251,3.503706018,0.6991244638,0.4128649279,0.8511808641,0,2020-05-30,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.3439068021,0.865908679,-0.577404446,-0.2947124435,0.0476184501,0.3450884711,-0.3362102892,0.4559917742,4.398541135,1.061252248,0.6210312067,0.9124222717,0,2020-06-02,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.3129590193,1.203162019,-0.674451978,-0.3212143429,-0.00238116138,0.3145800136,-0.3192397845,0.4391324733,5.970846214,0.9199474607,0.5661293566,0.8978141818,0,2020-06-08,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.3471215297,0.9101394102,-0.6483203433,-0.3238516343,0.02537707317,0.3489191564,-0.3450704103,0.4382097005,5.751652451,1.08493389,0.6279224622,0.9145033231,0,2020-06-14,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.2471292753,0.5959598725,-0.6252544926,-0.307216283,-0.02794129339,0.2498553942,-0.2817474485,0.4453076245,4.906750709,0.7657683469,0.4496385477,0.8608875828,0,2020-06-17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.1165101067,0.7235031758,-0.3428004114,-0.09905364332,0.04881774027,0.1176698673,-0.1471272653,0.6380392308,2.342964876,0.3415615022,0.2117778994,0.7858620313,0,2020-06-20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.1943029575,-1.29008897,-0.3332383247,-0.08212815411,0.1032626951,0.1919808327,-0.1862260991,0.5796491742,2.9408174,0.5267803259,0.3454910006,0.8302070648,0,2020-06-23,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.2481810055,0.5098025536,-0.6545546451,-0.2411047163,0.009088721905,0.2477965268,-0.2505172526,0.4292035724,5.798750279,0.8165611023,0.445930747,0.8569404533,0,2020-06-26,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.3424837342,-0.6164723369,-0.6545661786,-0.2820876027,0.04391436274,0.3426149317,-0.3233223618,0.4426336805,5.937401368,1.072340667,0.6165742817,0.9117196881,0,2020-06-29,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.1245589171,-1.027350986,0.05151729758,0.1697938191,0.2741488561,0.1219365924,-0.1206218764,0.7915599016,0.9067660237,0.3181738569,0.2194518929,0.7881157258,0,2020-07-02,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.265276595,1.378755298,-0.6050924346,-0.2710553087,0.01092191245,0.2672943531,-0.2850779277,0.4538758774,4.686444618,0.7618022904,0.481021706,0.8709603064,0,2020-07-05,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.308504506,1.522157709,-0.6029538828,-0.2126834057,0.08159433308,0.3085937359,-0.2936084486,0.4528500828,4.797695309,0.8943508234,0.5553269084,0.8925876368,0,2020-07-11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.370261867,1.592229209,-0.5812581779,-0.276997438,0.06638410775,0.3699798332,-0.3384532403,0.456383874,4.326004494,1.065742287,0.6658239626,0.9279832388,0,2020-07-14,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.2355606793,-1.010949151,-0.4856344409,-0.1071119861,0.09887867182,0.2322436043,-0.2020943277,0.5818533651,3.113395333,0.6979515292,0.4179647562,0.8521972658,0,2020-07-17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.3922349744,1.842855831,-0.5242630632,-0.2491463562,0.1056406186,0.3910969201,-0.3489664356,0.4841909977,3.588027613,1.099309683,0.7038152812,0.9402834308,0,2020-07-26,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.3905354104,-0.467441019,-0.4625575378,-0.1763065296,0.1613064587,0.388581869,-0.3288132476,0.5193299042,2.998217465,1.152470487,0.6992843175,0.9386314836,0,2020-08-01,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,0.3115620608,-1.83752832,-0.4151783929,-0.1587006757,0.1253800243,0.3093045062,-0.2782207106,0.5637007993,2.547208853,0.892464641,0.5566555962,0.8977066234,0,2020-08-07,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,0.4560438509,2.206694639,-0.5542644199,-0.2681561413,0.1384862454,0.4547877892,-0.3928494493,0.4726098067,3.875378229,1.427752766,0.8184365903,0.973271792,0,2020-08-10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0.40858621,-0.7904780404,-0.4949833031,-0.2547320095,0.1122539842,0.4069857817,-0.3574398046,0.4925729955,3.328978977,1.161640018,0.7324267107,0.9489741075,0,2020-08-13,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0.4012407026,-0.3548245599,-0.5520756576,-0.2501325387,0.1085963767,0.3993391785,-0.3501742372,0.4823301065,3.979516547,1.207429635,0.7186625913,0.944523857,0,2020-08-16,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0.442855325,1.170269433,-0.4920789039,-0.2711678776,0.1296125619,0.4412764364,-0.3890037632,0.4839508833,3.235041553,1.354557727,0.7941069116,0.9671791302,0,2020-08-19,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0.3837473994,-0.9941607204,-0.5671445984,-0.2427962078,0.1016372372,0.3817933311,-0.3372912742,0.4648215596,4.183815081,1.145674536,0.6870885571,0.9347268967,0,2020-08-22,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0.4028687288,-0.6896337238,-0.5458256672,-0.260134329,0.1049752779,0.4015843963,-0.3578301331,0.4761862232,4.087052459,1.179342528,0.7227000244,0.9451132603,0,2020-08-28,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0.3871738093,0.5746957324,-0.570303616,-0.2404479567,0.1074305329,0.385781735,-0.3409193664,0.4822390899,4.424802763,1.125332518,0.6942614227,0.936127927,0,2020-09-15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0.3259025943,-0.2533169646,-0.5213468072,-0.1573739118,0.1317318908,0.3236111017,-0.2844561631,0.5282777636,3.719870793,0.9118955304,0.5823826117,0.9032900203,0,2020-09-21,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0.362190755,-0.398136293,-0.5536998052,-0.1626652264,0.1526563014,0.359592131,-0.3106038692,0.4935529544,4.237205219,1.039683363,0.6471200053,0.9216254777,0,2020-09-27,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0.3671683503,-0.6901625729,-0.4708877744,-0.1371142149,0.1791621124,0.3648052965,-0.31201408,0.5169126356,3.29803727,0.9815953287,0.6565019981,0.9249334496,0,2020-09-30,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0.3561723867,0.6315577938,-0.5209390033,-0.2662394586,0.07818216367,0.3559640289,-0.3401182167,0.4733857275,3.520771241,0.945861466,0.6405889984,0.9210759971,0,2020-10-03,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0.349027021,-1.791144502,-0.5489061766,-0.1471671525,0.1506129756,0.3460471984,-0.2967735179,0.4990752869,4.167232314,0.9712295949,0.6227423835,0.9160210873,0,2020-10-06,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0.1890251242,-2.325002522,-0.2991893968,-0.07323650927,0.1198075217,0.1867080343,-0.1786252858,0.6027428222,1.866613669,0.4851074724,0.33601998,0.8284375413,0,2020-10-12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0.3385250199,-1.959254574,-0.5404342721,-0.07879031969,0.1904587727,0.3336774888,-0.2701758015,0.5150889849,3.970934718,0.9788067371,0.6004780375,0.9102063464,0,2020-10-15,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.3105685616,-1.374908697,-0.4379788279,0.002242812622,0.2200352672,0.3024207534,-0.2200699738,0.5397354904,2.965782563,0.900735145,0.5442333796,0.8932025329,0,2020-10-27,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.3560081957,-1.827571948,-0.3631805569,-0.04672972306,0.216802963,0.3488082247,-0.2634488846,0.5439215652,2.46571258,0.9880547952,0.6277060508,0.9183766899,0,2020-10-30,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.2496396817,-1.503006512,-0.4801670418,0.02712435495,0.2081843923,0.2428247246,-0.1821365149,0.5384552191,3.332839881,0.7163201942,0.4369782989,0.8581284521,0,2020-11-02,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.2621169649,-2.022365642,-0.2166964254,0.1199514704,0.2991930628,0.2513930029,-0.1612264624,0.6283599248,1.833153883,0.7993405954,0.45242527,0.8529462595,0,2020-11-05,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.1887428732,-0.7248142699,-0.1997406764,0.1412922583,0.2587151708,0.1805485037,-0.1218266363,0.6490021778,1.735862064,0.5018465882,0.3249052046,0.8226503779,0,2020-11-08,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,0.1706644979,-0.8559063805,-0.4457990802,0.0615733095,0.1728497333,0.1630936319,-0.1116843285,0.5990248599,2.88660622,0.5781860351,0.2934952358,0.8112212542,0,2020-11-14,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.3261258111,-2.10341615,-0.4033463557,-0.1627663942,0.1189569084,0.3219733027,-0.2755034445,0.5015575024,2.596704987,0.9303396885,0.5794076641,0.9011992182,0,2020-11-17,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.428636327,-2.805491408,-0.3042259213,-0.0762152151,0.2502858323,0.4217168814,-0.3160472573,0.5650692692,2.170129025,1.396882706,0.7588935982,0.953254606,0,2020-11-20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.3805551958,-1.971006673,-0.3568114653,-0.03390405991,0.2429796188,0.3725213203,-0.2718885673,0.5628298324,2.579048379,1.169758077,0.6703522553,0.9287394956,0,2020-11-29,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.312082024,-1.323215781,-0.4910149069,0.02288606512,0.227794542,0.3018529569,-0.201204149,0.5546123745,3.361626411,1.069888016,0.5431780586,0.8885276724,0,2020-12-08,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,0.4924048316,-2.445457312,-0.1773315868,-0.1002874292,0.2817035002,0.4856325598,-0.3674083594,0.5593158463,1.607133469,1.650614026,0.8739184445,0.9877621455,0,2020-12-11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,0.4131463227,-2.278703351,-0.1513001622,-0.06684866378,0.2460449076,0.4061926412,-0.3069074408,0.5734175787,1.878450532,1.178346721,0.7309389387,0.9469519899,0,2020-12-14,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.1452113302,-0.7906099338,-0.2201740271,0.2680463815,0.3503644277,0.1337788024,-0.04983229654,0.6733720179,1.691198645,0.5870280519,0.240772959,0.7754820535,0,2020-12-20,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,0.4191222072,-1.985302293,-0.4046212656,-0.08080201184,0.2326509158,0.411888183,-0.3073235672,0.5342881821,2.797681406,1.372887257,0.7412005129,0.9502508029,0,2020-12-23,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,0.5264368194,-2.89655101,-0.1664889412,-0.1780427415,0.2493261992,0.5207899142,-0.4069169452,0.5502648689,1.62562035,1.733685905,0.9371819389,1.005710459,0,2020-12-26,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,0.3272627924,-1.036018991,-0.2119315267,0.1982812307,0.4272821734,0.3206991549,-0.2329084487,0.6872106173,2.033087097,1.239582013,0.5771275652,0.8956745669,0,2020-12-29,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
